UniProtID,well,value
P10025,D1,118.0548
P10025,D2,130.0640
P10025,D3,153.5196
P10025,D4,392.9901
P10025,D5,471.8334
P10025,D6,395.4079
P10025,E1,289.3886
P10025,E2,374.3086
P10025,E3,349.7036
P10025,E5,252.2586
P10025,E6,223.6485
P10025,F1,170.0385
P10025,F2,149.4810
P10025,F3,127.8428
P10025,F4,419.6462
P10025,F5,463.3179
P10025,F6,380.6485
P10025,G1,243.2254
P10025,G2,246.4582
P10025,G3,216.4878
P10025,G4,126.9699
P10025,G5,127.0708
P10025,G6,144.8084
P10025,H1,61.8506
P10025,H2,54.6176
P10025,H3,55.7776
P10025,H4,412.5873
P10025,H5,435.2831
P10025,H6,465.8346
P10026,A1,884.2817
P10026,A2,804.2351
P10026,A3,865.4784
P10026,A4,887.4290
P10026,A5,938.3729
P10026,A6,1001.8598
P10026,B1,1219.8376
P10026,B2,1241.9709
P10026,B3,1182.1979
P10026,B4,747.3918
P10026,B5,694.8624
P10026,B6,895.0411
P10026,C1,988.1127
P10026,C2,938.2758
P10026,C3,941.5669
P10026,C4,1117.9800
P10026,C5,1101.7801
P10026,C6,1477.4391
P10026,D1,2046.7135
P10026,D2,1885.3422
P10026,D3,1646.1649
P10026,D4,703.9629
P10026,D5,758.1676
P10026,D6,736.3453
P10026,E1,825.3271
P10026,E2,669.5060
P10026,E3,833.7298
P10026,E4,1023.8264
P10026,E5,799.1232
P10026,E6,823.6515
P10026,F1,1007.3912
P10026,F2,1148.3984
P10026,F3,1287.2010
P10026,F4,705.6150
P10026,F5,682.0818
P10026,F6,831.4035
P10026,G1,1013.9611
P10026,G2,910.8910
P10026,G3,1083.2520
P10026,G4,1269.4927
P10026,G5,957.2771
P10026,G6,1273.5025
P10026,H1,1717.9680
P10026,H2,1843.8639
P10026,H3,2274.7557
P10026,H4,703.5232
P10026,H5,653.4976
P10026,H6,726.7630
P10027,A1,45.0484
P10027,A2,40.5736
P10027,A3,43.8963
P10027,A4,34.4503
P10027,A5,40.1100
P10027,A6,40.6431
P10027,B1,39.8205
P10027,B2,47.1010
P10027,B3,40.2944
P10027,B4,38.1340
P10027,B5,43.9524
P10027,B6,38.0815
P10027,C2,42.2004
P10027,C3,37.0278
P10027,C4,38.6584
P10027,C5,39.4672
P10027,C6,38.5277
P10027,D1,41.1752
P10027,D2,35.9548
P10027,D3,47.4339
P10027,D4,39.0925
P10027,D5,39.9910
P10027,D6,39.3019
P10027,E1,36.1754
P10027,E2,45.9880
P10027,E3,41.2437
P10027,E4,46.2594
P10027,E5,36.5827
P10027,E6,44.5973
P10027,F2,33.9518
P10027,F3,47.9099
P10027,F4,36.0475
P10027,F5,34.6591
P10027,F6,47.4257
P10027,G1,36.2663
P10027,G2,39.8040
P10027,G3,39.2200
P10027,G4,40.5913
P10027,G5,37.9387
P10027,G6,38.3952
P10027,H1,39.7230
P10027,H2,44.2662
P10027,H3,40.5891
P10027,H4,36.9538
P10027,H5,35.7308
P10027,H6,36.3112
P10028,A1,1004.5901
P10028,A2,1171.1140
P10028,A3,1209.5311
P10028,A4,944.5951
P10028,A5,983.6642
P10028,A6,975.4328
P10028,B1,573.2605
P10028,B2,724.1213
P10028,B3,629.5948
P10028,B4,1605.5236
P10028,B5,1408.4666
P10028,B6,1422.6583
P10028,C1,930.2148
P10028,C2,916.2622
P10028,C3,1015.9469
P10028,C4,722.4389
P10028,C5,731.4082
P10028,C6,781.8072
P10028,D1,390.4517
P10028,D2,384.3881
P10028,D3,372.8243
P10028,D5,1099.0949
P10028,D6,1471.4609
P10028,E1,1316.3268
P10028,E2,1126.4549
P10028,E3,1205.3564
P10028,E4,940.7715
P10028,E5,971.1795
P10028,E6,1144.2599
P10028,F1,707.0634
P10028,F2,739.1344
P10028,F3,609.3876
P10028,F4,1289.9824
P10028,F5,1355.4166
P10028,F6,1315.9456
P10028,G1,910.9623
P10028,G2,1199.5821
P10028,G3,967.0862
P10028,G4,703.6339
P10028,G5,743.7013
P10028,G6,756.8105
P10028,H1,335.1557
P10028,H2,395.0011
P10028,H3,387.5771
P10028,H4,1278.9239
P10028,H5,1366.3267
P10028,H6,1406.7702
P10029,A1,1172.1023
P10029,A2,1158.0517
P10029,A3,1251.5312
P10029,A4,1221.8430
P10029,A5,1085.1961
P10029,A6,1324.9856
P10029,B1,1241.7682
P10029,B2,979.6910
P10029,B3,1361.1535
P10029,B4,1058.3742
P10029,B5,1093.2820
P10029,B6,1244.8927
P10029,C1,1303.9384
P10029,C2,1096.7402
P10029,C3,1136.3255
P10029,C4,1045.6939
P10029,C5,938.2911
P10029,C6,1101.4125
P10029,D1,1065.0089
P10029,D2,990.7132
P10029,D3,1062.6353
P10029,D4,1168.9675
P10029,D5,1191.4011
P10029,D6,1069.4276
P10029,E1,1132.4907
P10029,E2,1296.0769
P10029,E3,996.8549
P10029,E4,1119.7663
P10029,E5,1215.0870
P10029,E6,1160.2872
P10029,F1,1004.4830
P10029,F2,1185.0118
P10029,F3,1076.5248
P10029,F4,1141.3114
P10029,F5,1252.1030
P10029,F6,1131.2340
P10029,G1,1260.1443
P10029,G2,981.0166
P10029,G3,1203.4305
P10029,G4,1091.6405
P10029,G5,1100.8274
P10029,G6,1426.8695
P10029,H1,1247.6133
P10029,H3,1137.4097
P10029,H4,1072.4716
P10029,H6,1162.2071
P10030,A1,760.7312
P10030,A2,734.7009
P10030,A3,638.4526
P10030,A4,697.0571
P10030,A5,627.0020
P10030,B1,667.6232
P10030,B2,628.8708
P10030,B3,538.4101
P10030,B4,557.3107
P10030,B5,717.0283
P10030,B6,663.0475
P10030,C1,677.3950
P10030,C2,642.7350
P10030,C3,549.3341
P10030,C4,547.3272
P10030,C5,601.9478
P10030,C6,640.5915
P10030,D1,626.7862
P10030,D2,629.5494
P10030,D3,561.2142
P10030,D4,582.8368
P10030,D5,825.7515
P10030,D6,723.8754
P10030,E1,541.2940
P10030,E2,565.5014
P10030,E3,711.5678
P10030,E4,677.7193
P10030,E5,721.6547
P10030,E6,671.9840
P10030,F1,737.2475
P10030,F2,665.2712
P10030,F3,537.8015
P10030,F5,689.8439
P10030,F6,833.8554
P10030,G1,674.1362
P10030,G2,826.8309
P10030,G3,550.7314
P10030,G4,665.1725
P10030,G5,639.8281
P10030,G6,641.8553
P10030,H1,623.4250
P10030,H2,753.3989
P10030,H3,690.9435
P10030,H4,662.8873
P10030,H5,667.7309
P10030,H6,666.9380
P10031,A1,767.4460
P10031,A2,988.6118
P10031,A3,858.1436
P10031,A4,758.1555
P10031,A5,765.3904
P10031,A6,728.7994
P10031,B1,806.7460
P10031,B2,1018.2273
P10031,B3,800.3167
P10031,B4,941.7008
P10031,B5,724.2292
P10031,B6,832.9145
P10031,C1,799.7538
P10031,C2,667.6931
P10031,C4,730.7240
P10031,C5,792.6280
P10031,C6,857.1315
P10031,D1,720.0718
P10031,D2,816.6585
P10031,D3,723.0145
P10031,D5,723.4028
P10031,D6,825.1110
P10031,E1,747.4813
P10031,E2,938.0791
P10031,E3,770.4024
P10031,E4,846.3532
P10031,E5,982.1268
P10031,E6,937.8771
P10031,F1,948.4788
P10031,F2,766.7957
P10031,F3,910.7355
P10031,F4,885.2751
P10031,F5,982.7733
P10031,F6,862.4380
P10031,G1,783.2281
P10031,G2,771.1747
P10031,G3,755.3486
P10031,G4,744.7400
P10031,G5,854.1658
P10031,G6,861.9368
P10031,H1,795.8264
P10031,H2,866.7501
P10031,H3,813.6782
P10031,H4,752.8566
P10031,H5,853.0357
P10031,H6,664.0470
P10032,A1,625.1980
P10032,A2,622.8980
P10032,A3,560.6505
P10032,A4,529.9311
P10032,A5,482.2619
P10032,A6,474.5479
P10032,B1,323.2271
P10032,B2,511.3803
P10032,B3,402.7800
P10032,B4,548.9379
P10032,B5,722.2090
P10032,B6,693.3608
P10032,C1,466.3063
P10032,C2,492.8970
P10032,C3,527.1337
P10032,C4,420.7572
P10032,C5,416.4954
P10032,C6,421.7268
P10032,D1,236.7843
P10032,D2,233.4228
P10032,D3,338.8737
P10032,D4,552.7451
P10032,D5,770.8387
P10032,D6,731.6382
P10032,E1,625.2724
P10032,E2,644.5644
P10032,E3,662.1976
P10032,E4,667.2495
P10032,E5,770.5355
P10032,E6,642.3039
P10032,F1,525.9124
P10032,F2,733.8292
P10032,F3,611.0488
P10032,F4,782.3107
P10032,F5,625.8664
P10032,F6,715.7424
P10032,G1,747.4873
P10032,G2,633.9673
P10032,G3,603.2822
P10032,G4,719.4682
P10032,G5,527.7976
P10032,G6,596.2706
P10032,H1,616.6901
P10032,H2,484.2546
P10032,H3,481.7957
P10032,H4,736.3104
P10032,H5,584.1951
P10032,H6,728.3515
P10033,A1,381.4960
P10033,A2,455.1522
P10033,A3,480.2252
P10033,A4,347.8891
P10033,A5,426.6621
P10033,A6,335.9312
P10033,B1,431.2812
P10033,B2,305.4719
P10033,B3,393.0588
P10033,B4,439.2858
P10033,B5,456.4318
P10033,B6,439.0041
P10033,C1,440.9493
P10033,C2,483.4315
P10033,C3,466.0108
P10033,C4,476.9150
P10033,C5,397.4507
P10033,C6,382.6619
P10033,D1,396.5716
P10033,D2,362.1378
P10033,D3,416.3972
P10033,D4,545.5619
P10033,D5,378.8651
P10033,D6,447.0501
P10033,E1,380.9099
P10033,E2,404.0049
P10033,E3,359.4001
P10033,E4,425.8219
P10033,E5,424.4753
P10033,E6,405.5098
P10033,F1,386.2375
P10033,F2,434.4111
P10033,F3,395.9953
P10033,F4,388.6373
P10033,F5,440.1476
P10033,F6,404.7093
P10033,G1,384.9072
P10033,G2,491.0408
P10033,G3,417.3518
P10033,G4,423.2937
P10033,G5,461.9352
P10033,G6,517.7499
P10033,H1,425.9909
P10033,H2,426.5631
P10033,H3,364.4117
P10033,H4,437.8264
P10033,H5,437.0817
P10033,H6,385.4871
P10034,A1,3709.1814
P10034,A2,4020.0640
P10034,A3,4212.5212
P10034,A4,3829.6896
P10034,A5,4427.8745
P10034,A6,4258.8233
P10034,B1,5360.9883
P10034,B2,5297.6723
P10034,B3,5879.1179
P10034,B4,3249.0646
P10034,B5,3442.8547
P10034,B6,3605.6447
P10034,C1,4405.3911
P10034,C2,4573.1877
P10034,C3,4523.8495
P10034,C4,4907.9793
P10034,C5,6950.3533
P10034,C6,6131.5629
P10034,D1,8441.9490
P10034,D2,9569.4473
P10034,D3,7038.1500
P10034,D4,3061.8507
P10034,D5,3519.6164
P10034,D6,3476.6211
P10034,E1,4103.9014
P10034,E2,3455.7415
P10034,E3,3793.4477
P10034,E4,4559.3715
P10034,E5,4153.1894
P10034,E6,4778.8627
P10034,F1,5664.0548
P10034,F2,5199.9609
P10034,F3,6406.1652
P10034,F4,3892.0823
P10034,F5,3457.1932
P10034,F6,3628.3254
P10034,G1,4094.1302
P10034,G2,5853.2968
P10034,G3,4221.8414
P10034,G4,5043.0254
P10034,G5,6167.7293
P10034,G6,5317.0939
P10034,H1,6710.3934
P10034,H2,9288.3279
P10034,H3,8585.1280
P10034,H4,2895.8859
P10034,H5,3422.1669
P10034,H6,3409.9926
P10035,A1,606.0674
P10035,A3,728.1024
P10035,A4,608.9271
P10035,A6,569.7097
P10035,B1,629.0869
P10035,B2,655.9542
P10035,B3,619.3945
P10035,B4,600.9610
P10035,B5,624.0678
P10035,B6,689.5260
P10035,C1,664.4652
P10035,C2,742.5149
P10035,C3,685.9979
P10035,C4,611.5558
P10035,C5,618.1413
P10035,C6,518.8251
P10035,D1,633.1399
P10035,D2,681.7065
P10035,D3,513.0707
P10035,D4,645.8367
P10035,D5,596.8881
P10035,D6,615.6427
P10035,E1,680.3722
P10035,E2,610.9092
P10035,E3,602.2806
P10035,E4,649.6833
P10035,E5,721.0696
P10035,E6,610.0118
P10035,F1,655.2738
P10035,F2,636.6662
P10035,F3,555.7806
P10035,F4,730.1796
P10035,F5,682.3675
P10035,F6,760.1111
P10035,G1,589.9369
P10035,G2,675.8494
P10035,G3,581.3404
P10035,G4,671.0570
P10035,G5,614.6571
P10035,G6,725.3723
P10035,H1,645.6160
P10035,H2,668.8110
P10035,H3,630.0024
P10035,H4,588.0977
P10035,H5,578.8477
P10035,H6,637.9830
P10036,A1,611.6980
P10036,A2,529.5680
P10036,A3,550.9107
P10036,A4,701.4449
P10036,A5,564.6668
P10036,A6,594.6442
P10036,B1,621.5739
P10036,B2,530.3702
P10036,B3,632.4691
P10036,B4,670.3890
P10036,B5,582.3311
P10036,B6,597.5145
P10036,C1,636.7978
P10036,C2,577.7805
P10036,C3,627.6969
P10036,C4,649.9298
P10036,C5,637.7468
P10036,C6,646.3704
P10036,D1,651.3140
P10036,D2,561.4883
P10036,D3,585.8461
P10036,D4,539.3883
P10036,D5,501.8960
P10036,D6,856.6780
P10036,E1,728.8913
P10036,E2,705.0424
P10036,E3,693.4219
P10036,E4,583.3265
P10036,E5,611.4492
P10036,E6,604.4595
P10036,F1,748.0804
P10036,F2,596.8169
P10036,F3,602.7419
P10036,F4,525.5468
P10036,F5,585.9828
P10036,F6,754.3043
P10036,G1,655.6807
P10036,G2,433.2444
P10036,G3,561.7380
P10036,G4,603.1326
P10036,G5,560.0120
P10036,G6,680.8787
P10036,H1,640.2561
P10036,H2,615.8955
P10036,H3,609.4568
P10036,H4,649.4225
P10036,H5,594.7630
P10036,H6,518.6370
P10037,A1,311.1822
P10037,A2,223.9210
P10037,A3,221.5267
P10037,A4,244.3054
P10037,A5,292.5435
P10037,A6,234.9179
P10037,B1,331.6063
P10037,B2,342.4204
P10037,B3,378.7547
P10037,B4,225.4398
P10037,B5,234.4368
P10037,B6,167.9727
P10037,C1,221.6061
P10037,C2,239.6343
P10037,C3,228.1415
P10037,C4,332.1623
P10037,C5,311.3833
P10037,C6,367.9428
P10037,D1,580.6319
P10037,D2,540.7634
P10037,D3,628.7288
P10037,D4,208.1702
P10037,D5,176.3699
P10037,D6,209.7831
P10037,E1,222.0742
P10037,E2,212.4189
P10037,E3,222.2882
P10037,E4,271.0430
P10037,E5,273.4001
P10037,E6,238.3305
P10037,F1,350.6743
P10037,F2,344.6441
P10037,F3,341.6970
P10037,F4,207.8526
P10037,F5,189.7534
P10037,F6,169.8049
P10037,G1,258.9916
P10037,G2,255.6173
P10037,G3,232.8080
P10037,G4,399.5636
P10037,G5,422.7824
P10037,G6,408.0800
P10037,H1,624.6036
P10037,H2,575.2266
P10037,H3,670.7585
P10037,H4,193.5909
P10037,H5,226.8036
P10037,H6,200.9238
P10038,A1,114.6672
P10038,A2,98.3541
P10038,A3,107.5125
P10038,A4,119.2763
P10038,A5,114.8386
P10038,A6,129.4228
P10038,B1,169.9837
P10038,B3,144.7100
P10038,B4,82.9473
P10038,B5,64.6090
P10038,B6,62.8585
P10038,C1,112.9301
P10038,C2,98.5300
P10038,C3,109.0957
P10038,C5,166.4255
P10038,C6,212.7451
P10038,D1,406.3487
P10038,D2,374.8526
P10038,D3,297.1100
P10038,D4,66.7477
P10038,D5,85.5663
P10038,D6,63.9201
P10038,E1,121.9815
P10038,E2,115.4492
P10038,E3,108.8830
P10038,E4,146.8362
P10038,E6,164.0400
P10038,F1,309.0686
P10038,F2,353.3251
P10038,F3,342.4782
P10038,F4,72.8585
P10038,F5,63.5587
P10038,F6,81.5919
P10038,G1,147.9859
P10038,G2,179.4813
P10038,G3,149.8026
P10038,G4,316.5024
P10038,G5,367.5524
P10038,H1,1499.9727
P10038,H2,1293.7737
P10038,H3,1424.4344
P10038,H4,56.9430
P10038,H5,65.3284
P10038,H6,79.4628
P10039,A1,509.9515
P10039,A2,438.7581
P10039,A3,459.1133
P10039,A4,482.9897
P10039,A5,435.1219
P10039,A6,423.5161
P10039,B1,375.0633
P10039,B2,399.9923
P10039,B3,477.5929
P10039,B4,403.0145
P10039,B5,478.5257
P10039,B6,423.8212
P10039,C1,438.7358
P10039,C2,478.4068
P10039,C3,403.4886
P10039,C4,393.1475
P10039,C5,462.8987
P10039,C6,425.5853
P10039,D1,408.7259
P10039,D2,484.1319
P10039,D3,432.7840
P10039,D4,401.3740
P10039,D5,400.4128
P10039,D6,397.8663
P10039,E1,401.9951
P10039,E2,325.0200
P10039,E3,380.3250
P10039,E4,418.8368
P10039,E5,361.5512
P10039,E6,340.3091
P10039,F1,433.1617
P10039,F2,333.3502
P10039,F3,416.5165
P10039,F4,378.8212
P10039,F5,407.7471
P10039,F6,373.5247
P10039,G1,410.5194
P10039,G2,413.4704
P10039,G3,463.6330
P10039,G4,476.2436
P10039,G5,381.4050
P10039,G6,368.4672
P10039,H1,383.0954
P10039,H2,460.7900
P10039,H3,468.9331
P10039,H4,466.5037
P10039,H5,447.4023
P10040,A1,246.5014
P10040,A2,265.3373
P10040,A3,278.7886
P10040,A4,259.7599
P10040,A5,251.2822
P10040,A6,200.4543
P10040,B1,220.5350
P10040,B2,279.1022
P10040,B3,224.8631
P10040,B4,203.2772
P10040,B5,253.9967
P10040,B6,220.2434
P10040,C1,223.9832
P10040,C2,252.4018
P10040,C3,268.2920
P10040,C4,279.0755
P10040,C5,265.2596
P10040,C6,271.2935
P10040,D1,235.1128
P10040,D2,259.7392
P10040,D3,238.3518
P10040,D4,267.6762
P10040,D5,255.3858
P10040,D6,252.0050
P10040,E1,247.2202
P10040,E2,253.3572
P10040,E3,229.7537
P10040,E4,261.5980
P10040,E5,261.2743
P10040,E6,226.2460
P10040,F1,269.1279
P10040,F2,260.6969
P10040,F3,203.9403
P10040,F4,252.5309
P10040,F5,231.1758
P10040,F6,227.6072
P10040,G1,234.6413
P10040,G2,237.9854
P10040,G3,299.1448
P10040,G4,208.1566
P10040,G5,262.7493
P10040,H1,241.8131
P10040,H2,263.0731
P10040,H3,204.3674
P10040,H4,252.9006
P10040,H5,230.7480
P10040,H6,251.6194
P10041,A2,91.6611
P10041,A3,108.9414
P10041,A4,110.2480
P10041,A5,103.0701
P10041,A6,112.6911
P10041,B1,107.1714
P10041,B2,134.9599
P10041,B3,133.3405
P10041,B4,124.9730
P10041,B5,102.9097
P10041,B6,107.6077
P10041,C1,129.0526
P10041,C2,106.0398
P10041,C3,93.1247
P10041,C4,124.5510
P10041,C5,109.5631
P10041,C6,114.6438
P10041,D1,125.2477
P10041,D2,121.7056
P10041,D3,103.2301
P10041,D4,125.6503
P10041,D5,113.1240
P10041,D6,108.9275
P10041,E1,117.6318
P10041,E2,128.5389
P10041,E3,101.9276
P10041,E4,122.1758
P10041,E5,95.1024
P10041,E6,121.0618
P10041,F1,93.9040
P10041,F2,119.0868
P10041,F3,122.0533
P10041,F4,98.7745
P10041,F5,98.8736
P10041,F6,109.1665
P10041,G1,98.6317
P10041,G2,128.0263
P10041,G3,102.2156
P10041,G4,106.6413
P10041,G5,118.1856
P10041,G6,112.7778
P10041,H1,103.3912
P10041,H2,122.8897
P10041,H3,108.9336
P10041,H4,120.9960
P10041,H5,109.5100
P10041,H6,110.7473
P10042,A1,292.9879
P10042,A2,301.6366
P10042,A3,284.5824
P10042,A4,301.3634
P10042,A5,304.6942
P10042,A6,284.2954
P10042,B1,291.4865
P10042,B2,327.5054
P10042,B3,291.9132
P10042,B4,312.0093
P10042,B5,297.8994
P10042,B6,330.3007
P10042,C1,284.9208
P10042,C2,314.6444
P10042,C3,296.9089
P10042,C4,275.2013
P10042,C5,264.8367
P10042,C6,267.9556
P10042,D1,343.0236
P10042,D2,247.6967
P10042,D3,330.9499
P10042,D4,319.9149
P10042,D5,290.7459
P10042,D6,238.1858
P10042,E1,265.7038
P10042,E2,265.8806
P10042,E3,303.6624
P10042,E4,316.9785
P10042,E5,247.8590
P10042,E6,393.3153
P10042,F1,299.8550
P10042,F2,309.1228
P10042,F3,302.1125
P10042,F4,283.4112
P10042,F5,324.0282
P10042,F6,276.2312
P10042,G1,328.9763
P10042,G2,283.5587
P10042,G3,331.1453
P10042,G4,267.3092
P10042,G5,248.6887
P10042,G6,258.7907
P10042,H1,302.4705
P10042,H2,305.6716
P10042,H3,298.4967
P10042,H4,313.3148
P10042,H6,300.8364
P10043,A1,522.0000
P10043,A2,703.9910
P10043,A3,604.1949
P10043,A4,510.8076
P10043,A5,529.5593
P10043,A6,543.0991
P10043,B1,319.6962
P10043,B2,369.3118
P10043,B3,385.8315
P10043,B4,722.3180
P10043,B5,794.4198
P10043,B6,668.8004
P10043,C1,559.7780
P10043,C2,533.8680
P10043,C3,454.3608
P10043,C4,361.2819
P10043,C5,336.7494
P10043,C6,388.3623
P10043,D1,157.5363
P10043,D2,216.3330
P10043,D3,200.6672
P10043,D5,766.5751
P10043,D6,793.1258
P10043,E1,618.7998
P10043,E2,504.5823
P10043,E3,584.2815
P10043,E4,388.9643
P10043,E5,335.4536
P10043,E6,389.1043
P10043,F1,210.6993
P10043,F2,173.2229
P10043,F3,154.1971
P10043,F4,802.3005
P10043,F5,755.3204
P10043,F6,710.7218
P10043,G1,311.0457
P10043,G2,385.2994
P10043,G3,394.2714
P10043,G4,218.0350
P10043,G5,206.4066
P10043,G6,227.0051
P10043,H2,55.2017
P10043,H3,56.4460
P10043,H4,623.2787
P10043,H5,529.4262
P10043,H6,810.2880
P10044,A1,274.4097
P10044,A2,227.8949
P10044,A3,247.5427
P10044,A4,220.7168
P10044,A5,207.9458
P10044,A6,209.5708
P10044,B1,138.5203
P10044,B2,120.3865
P10044,B3,119.0772
P10044,B4,325.6249
P10044,B5,363.4713
P10044,B6,301.3875
P10044,C1,191.6028
P10044,C2,215.5742
P10044,C3,203.3715
P10044,C4,136.0449
P10044,C5,135.4288
P10044,C6,150.6342
P10044,D1,58.5571
P10044,D2,64.9176
P10044,D3,66.6710
P10044,D4,296.4254
P10044,D5,323.8528
P10044,D6,298.9875
P10044,E1,217.4548
P10044,E2,235.2437
P10044,E3,219.8711
P10044,E4,194.5144
P10044,E5,268.7532
P10044,E6,189.3618
P10044,F1,160.3829
P10044,F2,137.3896
P10044,F3,142.6633
P10044,F4,307.9358
P10044,F5,294.9214
P10044,F6,315.8142
P10044,G1,197.5116
P10044,G2,218.9768
P10044,G3,227.0538
P10044,G4,148.5092
P10044,G5,153.6288
P10044,G6,116.6390
P10044,H1,57.4481
P10044,H2,72.9266
P10044,H3,59.2601
P10044,H4,340.2625
P10044,H5,328.5813
P10044,H6,368.3732
P10045,A1,594.1058
P10045,A2,539.7245
P10045,A3,552.0931
P10045,A4,572.3489
P10045,A5,632.6301
P10045,A6,665.7259
P10045,B1,679.9467
P10045,B2,546.8309
P10045,B3,596.6963
P10045,B4,630.6552
P10045,B5,599.7363
P10045,B6,641.1686
P10045,C1,509.3529
P10045,C2,506.8421
P10045,C3,551.0696
P10045,C4,518.3394
P10045,C5,526.5565
P10045,C6,471.6339
P10045,D1,503.5634
P10045,D2,584.4661
P10045,D3,597.8761
P10045,D4,491.0371
P10045,D5,491.9083
P10045,D6,652.1727
P10045,E1,460.8076
P10045,E2,619.7771
P10045,E3,504.3802
P10045,E4,522.2296
P10045,E5,518.8112
P10045,E6,620.5469
P10045,F1,474.7504
P10045,F2,521.3824
P10045,F3,557.1832
P10045,F4,517.7676
P10045,F5,617.4168
P10045,F6,438.9411
P10045,G1,543.6029
P10045,G2,563.6429
P10045,G3,540.7093
P10045,G4,489.4170
P10045,G5,612.4938
P10045,G6,554.1578
P10045,H1,652.4306
P10045,H2,516.8740
P10045,H3,494.4427
P10045,H4,680.8121
P10045,H5,532.0827
P10045,H6,732.4266
P10046,A1,187.7428
P10046,A2,177.6945
P10046,A3,201.2270
P10046,A4,184.1666
P10046,A5,165.6959
P10046,A6,169.3150
P10046,B1,189.8826
P10046,B2,200.1252
P10046,B3,231.1808
P10046,B4,197.8624
P10046,B5,146.0514
P10046,B6,139.5531
P10046,C2,212.9159
P10046,C3,186.3300
P10046,C4,198.2990
P10046,C5,215.2361
P10046,C6,217.9546
P10046,D1,218.7939
P10046,D3,297.9113
P10046,D4,162.5625
P10046,D5,146.5976
P10046,D6,160.4153
P10046,E1,157.3814
P10046,E2,161.7902
P10046,E3,157.1997
P10046,E4,164.4771
P10046,E5,187.4686
P10046,F1,265.5180
P10046,F2,196.8363
P10046,F3,202.8720
P10046,F4,190.8770
P10046,F5,176.0983
P10046,G1,188.6986
P10046,G2,192.9883
P10046,G3,194.5398
P10046,G4,231.9764
P10046,G5,194.4730
P10046,G6,208.4714
P10046,H1,253.4859
P10046,H2,255.4250
P10046,H3,316.6369
P10046,H4,199.6859
P10046,H5,161.4202
P10046,H6,161.1671
P10047,A1,274.8207
P10047,A2,273.1304
P10047,A3,266.3297
P10047,A4,236.1456
P10047,A5,253.6019
P10047,A6,353.7977
P10047,B1,234.4092
P10047,B2,224.0082
P10047,B3,271.3335
P10047,B4,290.0366
P10047,B5,225.1200
P10047,B6,258.4937
P10047,C2,270.4197
P10047,C3,246.7909
P10047,C4,243.2881
P10047,C5,285.4711
P10047,C6,269.8590
P10047,D1,244.4332
P10047,D2,246.4319
P10047,D3,278.1247
P10047,D4,342.6940
P10047,D5,277.9181
P10047,D6,243.0141
P10047,E1,273.6033
P10047,E2,240.2825
P10047,E3,244.4337
P10047,E4,248.8170
P10047,E5,258.6323
P10047,E6,236.5220
P10047,F1,253.9145
P10047,F2,257.6199
P10047,F3,228.5070
P10047,F4,200.0124
P10047,F5,258.9411
P10047,F6,338.6777
P10047,G1,259.2062
P10047,G2,273.4186
P10047,G3,277.0394
P10047,G4,279.1671
P10047,G5,232.7407
P10047,G6,324.8787
P10047,H1,280.7782
P10047,H2,245.5422
P10047,H3,251.3641
P10047,H4,233.1654
P10047,H5,247.6534
P10047,H6,262.0029
P10048,A2,775.3848
P10048,A3,683.9728
P10048,A4,786.5334
P10048,A5,743.3920
P10048,A6,973.4160
P10048,B1,697.3005
P10048,B2,848.6594
P10048,B3,1078.3713
P10048,B4,796.3593
P10048,B5,950.2027
P10048,B6,865.6127
P10048,C1,824.8263
P10048,C2,840.6126
P10048,C3,818.0383
P10048,C4,871.2540
P10048,C5,813.6231
P10048,C6,805.7413
P10048,D1,789.1675
P10048,D2,839.7626
P10048,D3,745.5139
P10048,D4,810.2380
P10048,D5,923.1966
P10048,D6,806.8425
P10048,E1,809.2667
P10048,E2,808.6630
P10048,E3,673.9962
P10048,E4,864.3794
P10048,E5,762.8738
P10048,E6,803.4657
P10048,F1,959.4959
P10048,F2,880.1883
P10048,F3,827.0107
P10048,F4,836.7626
P10048,F5,763.0816
P10048,F6,883.7107
P10048,G1,854.1455
P10048,G2,724.2299
P10048,G3,967.7489
P10048,G4,705.0696
P10048,G5,763.7110
P10048,G6,950.4421
P10048,H1,729.9265
P10048,H2,732.9475
P10048,H3,730.5242
P10048,H4,826.7177
P10048,H5,674.3286
P10048,H6,911.1976
P10049,A1,201.3216
P10049,A2,197.5723
P10049,A3,220.1622
P10049,A4,160.2904
P10049,A5,173.1192
P10049,A6,189.6370
P10049,B1,120.5019
P10049,B2,130.2787
P10049,B3,127.1764
P10049,B4,226.7995
P10049,B5,246.4843
P10049,B6,281.0926
P10049,C1,163.7968
P10049,C2,169.6935
P10049,C3,216.2854
P10049,C4,115.2874
P10049,C5,104.8026
P10049,C6,131.9101
P10049,D1,64.4813
P10049,D2,68.5895
P10049,D3,53.7680
P10049,D4,294.2992
P10049,D5,209.1096
P10049,E1,214.4204
P10049,E2,178.1580
P10049,E3,199.0454
P10049,E4,155.8830
P10049,E5,190.1882
P10049,E6,142.1228
P10049,F1,121.3845
P10049,F2,129.9427
P10049,F3,136.6073
P10049,F4,302.7602
P10049,F5,310.4740
P10049,F6,261.2585
P10049,G1,211.0346
P10049,G2,172.4154
P10049,G3,194.6413
P10049,G4,130.2309
P10049,G5,130.9933
P10049,G6,112.3389
P10049,H2,51.4868
P10049,H3,55.6451
P10049,H4,251.2397
P10049,H5,295.4344
P10049,H6,269.1074
P10050,A1,547.4160
P10050,A2,597.8004
