uniqID,GeneID,locus_tag,UniProtID,type,localz,gene,product,KG_FG,KG_FM,KG_PC,KG_PG,KG_PW,UP_FM,UP_PW,UP_KW
g0115,886917,Rv0110,O53632,CDS,Plasma Membrane,,integral membrane protein,,,,,,peptidase S54 family,,Hydrolase;Membrane;Reference proteome;Transmembrane;Transmembrane helix
g0116,886909,Rv0111,O53633,CDS,Plasma Membrane,,acyltransferase,,,,,,,,Acyltransferase;Cell membrane;Membrane;Reference proteome;Transferase;Transmembrane;Transmembrane helix
g0117,886907,Rv0112,O53634,CDS,Cytoplasmic,gca,"GDP-mannose 4,6-dehydratase",,,Metabolism,Carbohydrate metabolism; Glycan biosynthesis and metabolism,Fructose and mannose metabolism; Biosynthesis of various nucleotide sugars,,,Reference proteome
g0118,886905,Rv0113,P9WGG1,CDS,Cytoplasmic,gmhA,Phosphoheptose isomerase,metabolism,Lipopolysaccharide biosynthesis proteins,Metabolism,Glycan biosynthesis and metabolism,Biosynthesis of various nucleotide sugars,SIS family. GmhA subfamily,Carbohydrate biosynthesis; D-glycero-D-manno-heptose 7-phosphate biosynthesis; D-glycero-alpha-D-manno-heptose 7-phosphate and D-glycero-beta-D-manno-heptose 7-phosphate from sedoheptulose 7-phosphate; Lipopolysaccharide biosynthesis; LPS oligosaccharide biosynthesis,Carbohydrate metabolism;Cytoplasm;Isomerase;Metal-binding;Reference proteome;Zinc
g0119,886903,Rv0114,P9WMV3,CDS,Cytoplasmic,gmhB,"D-glycero-alpha-D-manno-heptose-1,7-bisphosphate 7-phosphatase",metabolism,Lipopolysaccharide biosynthesis proteins,Metabolism,Glycan biosynthesis and metabolism,Biosynthesis of various nucleotide sugars,GmhB family,Nucleotide-sugar biosynthesis; GDP-D-glycero-alpha-D-manno-heptose biosynthesis; GDP-D-glycero-alpha-D-manno-heptose from D-glycero-alpha-D-manno-heptose 7-phosphate,Carbohydrate metabolism;Cytoplasm;Hydrolase;Magnesium;Metal-binding;Reference proteome;Zinc
g0120,886902,Rv0115,O53637,CDS,Cytoplasmic,hddA,D-glycero-alpha-D-manno-heptose 7-phosphate kinase,,,Metabolism,Glycan biosynthesis and metabolism,Biosynthesis of various nucleotide sugars,GHMP kinase family,Nucleotide-sugar biosynthesis; GDP-D-glycero-alpha-D-manno-heptose biosynthesis; GDP-D-glycero-alpha-D-manno-heptose from D-glycero-alpha-D-manno-heptose 7-phosphate; Lipopolysaccharide biosynthesis; LPS oligosaccharide biosynthesis,ATP-binding;Carbohydrate metabolism;Kinase;Lipopolysaccharide biosynthesis;Magnesium;Metal-binding;Nucleotide-binding;Reference proteome;Transferase
g0121,19394668,Rv0115a,,CDS,,,hypothetical protein,,,,,,,,
g0122,886900,Rv0116c,O53638,CDS,Extracellular,ldtA,"L,D-transpeptidase 1",,,,,,,Cell wall biogenesis; peptidoglycan biosynthesis,3D-structure;Acyltransferase;Cell shape;Cell wall biogenesis/degradation;Peptidoglycan synthesis;Periplasm;Reference proteome;Signal;Transferase
g0123,886914,Rv0117,L7N677,CDS,Cytoplasmic,oxyS,Probable hydrogen peroxide-inducible genes activator,,,,,,LysR transcriptional regulatory family,,DNA-binding;Reference proteome;Transcription;Transcription regulation
g0124,886898,Rv0118c,O53639,CDS,Cytoplasmic,oxcA,oxalyl-CoA decarboxylase OxcA,,,Metabolism,Carbohydrate metabolism,Glyoxylate and dicarboxylate metabolism,TPP enzyme family,,Lyase;Magnesium;Metal-binding;Reference proteome;Thiamine pyrophosphate
g0125,886896,Rv0119,O07169,CDS,Cytoplasmic,fadD7,fatty-acid--CoA ligase FadD7,,,,,,ATP-dependent AMP-binding enzyme family,,ATP-binding;Ligase;Nucleotide-binding;Reference proteome
g0126,886894,Rv0120c,P9WNM9,CDS,Cytoplasmic,fusA2,Elongation factor G-like protein,genetic information processing,Translation factors; Mitochondrial biogenesis,,,,TRAFAC class translation factor GTPase superfamily. Classic translation factor GTPase family. EF-G/EF-2 subfamily,,GTP-binding;Nucleotide-binding;Reference proteome
g0127,886892,Rv0121c,O07171,CDS,Cytoplasmic,,hypothetical protein,,,,,,,,Oxidoreductase;Reference proteome
g0128,886888,Rv0122,O07172,CDS,Cytoplasmic,,hypothetical protein,,,,,,,,Reference proteome
g0129,886887,Rv0123,O07173,CDS,Cytoplasmic,,hypothetical protein,,,,,,,,Reference proteome
g0130,886883,Rv0124,Q79G08,CDS,Extracellular,PE_PGRS2,PE-PGRS family protein PE_PGRS2,,,,,,,,Reference proteome
g0131,886924,Rv0125,O07175,CDS,Plasma Membrane,pepA,serine protease PepA,,,,,,peptidase S1C family,,Hydrolase;Protease;Reference proteome;Signal
g0132,886881,Rv0126,P9WQ19,CDS,Cytoplasmic,treS,Trehalose synthase/amylase TreS,,,Metabolism,Carbohydrate metabolism,Starch and sucrose metabolism,glycosyl hydrolase 13 family. TreS subfamily,Glycan biosynthesis; glycogen biosynthesis; Capsule biogenesis; capsule polysaccharide biosynthesis,3D-structure;Calcium;Capsule biogenesis/degradation;Carbohydrate metabolism;Glycogen biosynthesis;Glycogen metabolism;Glycosidase;Hydrolase;Isomerase;Metal-binding;Polysaccharide degradation;Reference proteome
g0133,886880,Rv0127,O07177,CDS,Cytoplasmic,mak,Maltokinase,,,Metabolism,Carbohydrate metabolism,Starch and sucrose metabolism,aminoglycoside phosphotransferase family,Glycan biosynthesis; glycogen biosynthesis,3D-structure;ATP-binding;Carbohydrate metabolism;Glycogen biosynthesis;Glycogen metabolism;Kinase;Nucleotide-binding;Reference proteome;Transferase
g0134,886878,Rv0128,P96805,CDS,Plasma Membrane,,transmembrane protein,,,,,,,,Membrane;Reference proteome;Transmembrane;Transmembrane helix
g0135,886885,Rv0129c,P9WQN9,CDS,Extracellular,fbpC,Diacylglycerol acyltransferase/mycolyltransferase Ag85C,,,Metabolism,Lipid metabolism; Glycan biosynthesis and metabolism,Mycolic acid biosynthesis; Glycerolipid metabolism; Arabinogalactan biosynthesis - Mycobacterium,mycobacterial A85 antigen family,,3D-structure;Acyltransferase;Direct protein sequencing;Reference proteome;Secreted;Signal;Transferase
g0136,886876,Rv0130,P9WNP3,CDS,Cytoplasmic,htdZ,3-hydroxyacyl-thioester dehydratase Z,,,Metabolism,Xenobiotics biodegradation and metabolism,Steroid degradation,enoyl-CoA hydratase/isomerase family,,3D-structure;Fatty acid metabolism;Lipid metabolism;Lyase;Reference proteome
g0137,886874,Rv0131c,P96808,CDS,Cytoplasmic,fadE1,acyl-CoA dehydrogenase FadE1,,,Metabolism,Lipid metabolism; Amino acid metabolism,"Fatty acid degradation; Valine, leucine and isoleucine degradation",acyl-CoA dehydrogenase family,,FAD;Flavoprotein;Oxidoreductase;Reference proteome
g0138,886877,Rv0132c,P96809,CDS,Plasma Membrane,fgd2,F420-dependent hydroxymycolic acid dehydrogenase,,,Metabolism,Lipid metabolism,Mycolic acid biosynthesis,F420-dependent hydroxymycolic acid dehydrogenase family,Lipid metabolism; mycolic acid biosynthesis,3D-structure;Lipid biosynthesis;Lipid metabolism;Oxidoreductase;Reference proteome;Signal
g0139,886873,Rv0133,P96810,CDS,Cytoplasmic,,GCN5-like N-acetyltransferase,,,,,,,,Reference proteome
g0140,886871,Rv0134,P96811,CDS,Cytoplasmic,ephF,epoxide hydrolase EphF,,,,,,,,Hydrolase;Reference proteome
g0141,886869,Rv0135c,P96812,CDS,Cytoplasmic,,transcriptional regulator,,,,,,,,DNA-binding;Reference proteome
g0142,886868,Rv0136,P9WPM3,CDS,Plasma Membrane,cyp138,Putative cytochrome P450 138,metabolism,Cytochrome P450,,,,cytochrome P450 family,,Heme;Iron;Metal-binding;Monooxygenase;Oxidoreductase;Reference proteome
g0143,886865,Rv0137c,P9WJM5,CDS,Cytoplasmic,msrA,Peptide methionine sulfoxide reductase MsrA,,,,,,MsrA Met sulfoxide reductase family,,3D-structure;Oxidoreductase;Reference proteome
g0144,886863,Rv0138,P96815,CDS,Cytoplasmic,,SnoaL-like domain-containing protein,,,,,,,,Reference proteome
g0145,886860,Rv0139,P96816,CDS,Cytoplasmic,,oxidoreductase,,,,,,,,Reference proteome
g0146,886859,Rv0140,P96817,CDS,Cytoplasmic,,hypothetical protein,,,,,,,,Reference proteome
g0147,886872,Rv0141c,P96818,CDS,Cytoplasmic,,SnoaL-like domain-containing protein,,,,,,,,Reference proteome
g0148,886858,Rv0142,P96819,CDS,Cytoplasmic,,DNA-3-methyladenine glycosylase II,,,,,,,,DNA damage;DNA repair;Reference proteome
g0149,886856,Rv0143c,P96820,CDS,Plasma Membrane,,transmembrane protein,signaling and cellular processes,Transporters,,,,,,Chloride;Chloride channel;Ion channel;Ion transport;Membrane;Reference proteome;Transmembrane;Transmembrane helix;Transport
g0150,886854,Rv0144,P96821,CDS,Cytoplasmic,,transcriptional regulator,,,,,,,,DNA-binding;Reference proteome;Transcription;Transcription regulation
g0151,886851,Rv0145,P9WFJ1,CDS,Cytoplasmic,,Putative S-adenosyl-L-methionine-dependent methyltransferase Rv0145,,,,,,UPF0677 family,,Methyltransferase;Reference proteome;S-adenosyl-L-methionine;Transferase
g0152,886849,Rv0146,P9WFJ3,CDS,Cytoplasmic,,Putative S-adenosyl-L-methionine-dependent methyltransferase Rv0146,,,,,,UPF0677 family,,Methyltransferase;Reference proteome;S-adenosyl-L-methionine;Transferase
g0153,886847,Rv0147,P96824,CDS,Cytoplasmic,,Aldehyde dehydrogenase,,,Metabolism,Carbohydrate metabolism; Lipid metabolism; Amino acid metabolism; Metabolism of other amino acids; Metabolism of cofactors and vitamins; Metabolism of terpenoids and polyketides; Xenobiotics biodegradation and metabolism,"Glycolysis / Gluconeogenesis; Ascorbate and aldarate metabolism; Pyruvate metabolism; Fatty acid degradation; Glycerolipid metabolism; Valine, leucine and isoleucine degradation; Lysine degradation; Arginine and proline metabolism; Histidine metabolism; Tryptophan metabolism; beta-Alanine metabolism; Pantothenate and CoA biosynthesis; Limonene degradation; Chloroalkane and chloroalkene degradation",aldehyde dehydrogenase family,,NAD;Oxidoreductase;Reference proteome
g0154,886845,Rv0148,P96825,CDS,Cytoplasmic,,Putative short-chain type dehydrogenase/reductase Rv0148,,,,,,short-chain dehydrogenases/reductases (SDR) family,,Isopeptide bond;Oxidoreductase;Reference proteome;Ubl conjugation
g0155,886843,Rv0149,P96826,CDS,Cytoplasmic,,quinone oxidoreductase,,,,,,,,Reference proteome
g0156,886840,Rv0150c,P96827,CDS,Extracellular,,PE family protein,,,,,,,,Reference proteome
g0157,886857,Rv0151c,Q79G06,CDS,Extracellular,PE1,PE family protein PE1,,,,,,,,Membrane;Reference proteome;Transmembrane;Transmembrane helix
g0158,886838,Rv0152c,Q79G05,CDS,Plasma Membrane,PE2,PE family protein PE2,,,,,,,,Reference proteome
g0159,886842,Rv0153c,I6WXK4,CDS,Cytoplasmic,ptpB,Triple specificity protein phosphatase PtpB,,,,,,protein-tyrosine phosphatase family,,3D-structure;Host cell membrane;Host cytoplasm;Host membrane;Hydrolase;Membrane;Protein phosphatase;Reference proteome;Secreted;Virulence
g0160,886836,Rv0154c,P96831,CDS,Cytoplasmic,fadE2,Probable acyl-CoA dehydrogenase FadE2,,,Metabolism,Lipid metabolism; Amino acid metabolism,"Fatty acid degradation; Valine, leucine and isoleucine degradation",acyl-CoA dehydrogenase family,,Direct protein sequencing;FAD;Flavoprotein;Oxidoreductase;Reference proteome
g0161,886832,Rv0155,P96832,CDS,Cytoplasmic,pntAa,NAD(P) transhydrogenase subunit alpha part 1,,,Metabolism,Metabolism of cofactors and vitamins,Nicotinate and nicotinamide metabolism,,,NAD;NADP;Nucleotide-binding;Reference proteome;Translocase
g0162,886890,Rv0156,P96833,CDS,Plasma Membrane,pntAb,proton-translocating NAD(P)(+) transhydrogenase,,,Metabolism,Metabolism of cofactors and vitamins,Nicotinate and nicotinamide metabolism,,,Cell inner membrane;Cell membrane;Membrane;NAD;NADP;Reference proteome;Translocase;Transmembrane;Transmembrane helix
g0163,886830,Rv0157,P96834,CDS,Plasma Membrane,pntB,NAD(P) transhydrogenase subunit beta,,,Metabolism,Metabolism of cofactors and vitamins,Nicotinate and nicotinamide metabolism,PNT beta subunit family,,Cell inner membrane;Cell membrane;Membrane;NAD;NADP;Reference proteome;Translocase;Transmembrane;Transmembrane helix
g0164,3205086,Rv0157A,I6WXK8,CDS,Plasma Membrane,,hypothetical protein,,,,,,,,Reference proteome
g0165,886828,Rv0158,O53641,CDS,Cytoplasmic,,transcriptional regulator,,,,,,,,DNA-binding;Reference proteome;Repressor;Transcription;Transcription regulation
g0166,886826,Rv0159c,Q79G04,CDS,Plasma Membrane,PE3,PE family protein PE3,,,,,,mycobacterial PE family,,Cell wall;Reference proteome;Secreted;Virulence
g0167,886825,Rv0160c,L7N661,CDS,Extracellular,PE4,PE family protein PE4,,,,,,,,Reference proteome
g0168,886835,Rv0161,O07406,CDS,Cytoplasmic,,oxidoreductase,,,,,,FAD-binding oxidoreductase/transferase type 4 family,,FAD;Flavoprotein;Oxidoreductase;Reference proteome
g0169,886824,Rv0162c,L7N6B3,CDS,Cytoplasmic,adhE1,zinc-type alcohol dehydrogenase subunit E,,,,,,zinc-containing alcohol dehydrogenase family,,Metal-binding;Oxidoreductase;Reference proteome;Zinc
g0170,886821,Rv0163,O07408,CDS,Cytoplasmic,,hypothetical protein,,,,,,4-hydroxybenzoyl-CoA thioesterase family,,Hydrolase;Reference proteome
g0171,886267,Rv0164,L7N657,CDS,Cytoplasmic,TB18.5,hypothetical protein,,,,,,,,Reference proteome
g0172,886818,Rv0165c,Q79G00,CDS,Cytoplasmic,mce1R,transcriptional regulator Mce1R,,,,,,,,DNA-binding;Reference proteome;Transcription;Transcription regulation
g0173,886822,Rv0166,O07411,CDS,Cytoplasmic,fadD5,fatty-acid--CoA ligase FadD5,metabolism,Lipid biosynthesis proteins,,,,,,3D-structure;Ligase;Reference proteome
g0174,886816,Rv0167,O07412,CDS,Plasma Membrane,yrbE1A,membrane protein,signaling and cellular processes,Transporters,Environmental Information Processing,Membrane transport,ABC transporters,,,Membrane;Reference proteome;Transmembrane;Transmembrane helix
g0175,886812,Rv0168,L0T2Q9,CDS,Plasma Membrane,yrbE1B,membrane protein,signaling and cellular processes,Transporters,Environmental Information Processing,Membrane transport,ABC transporters,,,Membrane;Reference proteome;Transmembrane;Transmembrane helix
g0176,886823,Rv0169,Q79FZ9,CDS,Plasma Membrane,mce1A,Mce family protein Mce1A,signaling and cellular processes,Transporters,Environmental Information Processing,Membrane transport,ABC transporters,,,Membrane;Reference proteome;Transmembrane;Transmembrane helix
g0177,886810,Rv0170,O07414,CDS,Plasma Membrane,mce1B,Mce family protein Mce1B,signaling and cellular processes,Transporters,Environmental Information Processing,Membrane transport,ABC transporters,,,Membrane;Reference proteome;Transmembrane;Transmembrane helix
g0178,886808,Rv0171,O07415,CDS,Plasma Membrane,mce1C,Mce family protein Mce1C,signaling and cellular processes,Transporters,Environmental Information Processing,Membrane transport,ABC transporters,,,Reference proteome
g0179,886807,Rv0172,O07416,CDS,Plasma Membrane,mce1D,Mce family protein Mce1D,signaling and cellular processes,Transporters,Environmental Information Processing,Membrane transport,ABC transporters,,,Membrane;Reference proteome;Transmembrane;Transmembrane helix
g0180,886804,Rv0173,O07417,CDS,Plasma Membrane,lprK,Mce family lipoprotein LprK,signaling and cellular processes,Transporters,Environmental Information Processing,Membrane transport,ABC transporters,,,Lipoprotein;Reference proteome
g0181,886820,Rv0174,L0T2W6,CDS,Plasma Membrane,mce1F,Mce family protein Mce1F,signaling and cellular processes,Transporters,Environmental Information Processing,Membrane transport,ABC transporters,,,Membrane;Reference proteome;Transmembrane;Transmembrane helix
g0182,886801,Rv0175,O07419,CDS,Plasma Membrane,,Mce associated membrane protein,signaling and cellular processes,Transporters,,,,,,Membrane;Reference proteome;Transmembrane;Transmembrane helix
g0183,886799,Rv0176,O07420,CDS,Plasma Membrane,,Mce associated transmembrane protein,signaling and cellular processes,Transporters,,,,,,Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix
g0184,886795,Rv0177,O07421,CDS,Plasma Membrane,,Mce associated protein,signaling and cellular processes,Transporters,,,,,,Membrane;Reference proteome;Transmembrane;Transmembrane helix
g0185,886814,Rv0178,O07422,CDS,Plasma Membrane,,Mce associated membrane protein,signaling and cellular processes,Transporters,,,,,,Membrane;Reference proteome;Transmembrane;Transmembrane helix
g0186,886796,Rv0179c,O07423,CDS,Extracellular,lprO,lipoprotein LprO,,,,,,,,Lipoprotein;Reference proteome;Signal
g0187,886792,Rv0180c,O07424,CDS,Plasma Membrane,,transmembrane protein,,,,,,ABC-2 integral membrane protein family,,Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix
g0188,886788,Rv0181c,P9WI85,CDS,Cytoplasmic,,"Putative quercetin 2,3-dioxygenase Rv0181c",,,,,,pirin family,Flavonoid metabolism; quercetin degradation,Dioxygenase;Metal-binding;Oxidoreductase;Reference proteome
g0189,886786,Rv0182c,P9WGG5,CDS,Cytoplasmic,sigG,ECF RNA polymerase sigma factor SigG,genetic information processing,Transcription machinery,,,,sigma-70 factor family. ECF subfamily,,DNA-binding;Reference proteome;Sigma factor;Transcription;Transcription regulation
g0190,886785,Rv0183,O07427,CDS,Cytoplasmic,,Monoacylglycerol lipase,metabolism,Peptidases and inhibitors,Metabolism,Lipid metabolism,Glycerolipid metabolism,AB hydrolase superfamily,,3D-structure;Cell wall;Hydrolase;Lipid degradation;Lipid metabolism;Pharmaceutical;Reference proteome;Secreted;Virulence
g0191,886806,Rv0184,O07428,CDS,Extracellular,,hypothetical protein,,,,,,,,Reference proteome
g0192,886782,Rv0185,O07429,CDS,Cytoplasmic,,TIGR04338 family metallohydrolase,,,,,,,,Reference proteome
g0193,886780,Rv0186,O07430,CDS,Extracellular,bglS,beta-glucosidase BglS,,,Metabolism,Carbohydrate metabolism; Metabolism of other amino acids; Biosynthesis of other secondary metabolites,Starch and sucrose metabolism; Cyanoamino acid metabolism; Degradation of flavonoids; Biosynthesis of various plant secondary metabolites,glycosyl hydrolase 3 family,,Hydrolase;Reference proteome
g0194,14515880,Rv0186A,P9WK09,CDS,Cytoplasmic,mymT,Metallothionein,,,,,,metallothionein superfamily,,Copper;Metal-binding;Metal-thiolate cluster;Reference proteome
g0195,886779,Rv0187,O07431,CDS,Cytoplasmic,,Catechol O-methyltransferase,,,,,,class I-like SAM-binding methyltransferase superfamily. Cation-dependent O-methyltransferase family,,3D-structure;Metal-binding;Methyltransferase;Reference proteome;S-adenosyl-L-methionine;Transferase
g0196,886776,Rv0188,O07432,CDS,Plasma Membrane,,transmembrane protein,,,,,,,,Membrane;Reference proteome;Transmembrane;Transmembrane helix
g0197,886774,Rv0189c,P9WKJ5,CDS,Cytoplasmic,ilvD,Dihydroxy-acid dehydratase,,,Metabolism,Amino acid metabolism; Metabolism of cofactors and vitamins,"Valine, leucine and isoleucine biosynthesis; Pantothenate and CoA biosynthesis",IlvD/Edd family,Amino-acid biosynthesis; L-isoleucine biosynthesis; L-isoleucine from 2-oxobutanoate; Amino-acid biosynthesis; L-valine biosynthesis; L-valine from pyruvate,2Fe-2S;3D-structure;Acetylation;Amino-acid biosynthesis;Branched-chain amino acid biosynthesis;Iron;Iron-sulfur;Lyase;Magnesium;Metal-binding;Reference proteome
g0198,886772,Rv0190,O07434,CDS,Cytoplasmic,ricR,Copper-sensing transcriptional repressor RicR,genetic information processing,Transcription factors,,,,CsoR family,,Acetylation;Copper;Cytoplasm;DNA-binding;Metal-binding;Reference proteome;Repressor;Transcription;Transcription regulation
g0199,886770,Rv0191,P9WJX7,CDS,Plasma Membrane,,Chloramphenicol efflux pump Rv0191,,,,,,major facilitator superfamily,,Antibiotic resistance;Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix;Transport
